id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
790,pavlodar-bayanaul,,Кәсіпкерлердің назарына!,Вниманию предпринимателей!,,/memleket/entities/pavlodar-bayanaul/press/article/1?lang=ru&publication_type=247
860,pavlodar-bayanaul,,Азаматтардың өтінішіне арналған Whatsapp +77058765737,Whatsapp для обращения граждан +77058765737,,
318,mangystau-sel,,Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,https://beta.egov.kz/memleket/entities/mangystau/about/structure/51/1?lang=ru
302,mangystau-upp,,Әкімдіктіңбастыбетіне оралу,Вернуться на главную страницу Акимата,,/memleket/entities/mangystau
945,karaganda-buhar-zhyrau,,Өтініштермен жұмыс бөлімі,Отдел по работе с обращениями,,/memleket/entities/karaganda-buhar-zhyrau/about/structure/departments/leadership/4355/1?lang=ru
386,mangystau-gzk,,Әкімдіктің басты бетіне оралу,Вернуться на главную страницу Акимата,,https://beta.egov.kz/memleket/entities/mangystau?lang=kk
406,aqmola-saulet,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/aqmola?lang=ru
737,pavlodar-uspenka,,Төтенше жағдай қызметі хабарлайды,Служба ЧС информирует,,/memleket/entities/pavlodar-uspenka/press/article/1?lang=ru&publication_type=245
738,pavlodar-uspenka,,Санитарлық-эпидемиологиялық қызмет хабарлайды,Санитарно-эпидемиологическая служба информирует,,/memleket/entities/pavlodar-uspenka/press/article/1?lang=ru&publication_type=246
739,pavlodar-uspenka,,Кәсіпкерлердің назарына!,Вниманию предпринимателей!,,/memleket/entities/pavlodar-uspenka/press/article/1?lang=ru&publication_type=247
786,pavlodar-edu,,Білім беру мекемелері,Организации образования,https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/33095?lang=ru,
462,pavlodar-enbek,,Сұрақ-жауаптардың архиві,Архив Вопрос-ответов,,/memleket/entities/pavlodar-enbek/virtual-reception/1
464,pavlodar-enbek,,Ж/о талдау,Анализ н/с,,/memleket/entities/pavlodar-enbek/documents/1?activities=_14681&lang=ru
366,turkestan-madeniet,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,https://gov.egov.kz/memleket/entities/ontustik
965,karaganda-social,,Сұрақ-жауап,Вопрос-ответ,,https://www.gov.kz/memleket/entities/karaganda-social/virtual-reception/1?lang=ru
958,karaganda-social,,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,,/memleket/entities/karaganda-social/faq/1?lang=ru
423,turkestan-enbek,,Мемлекеттік сатып алу,Государственные закупки,https://www.goszakup.gov.kz/,
294,turkestan-baqylau,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
383,turkestan-invest-export,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,https://gov.egov.kz/memleket/entities/ontustik,
310,shymkent-enbek-inspekstiaysy,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,https://beta.egov.kz/memleket/entities/shymkent?lang=ru,
447,turkestan-zhetisai,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/turkestan-zhetisai
265,shymkent-enbekshilder,,Әкімдіктің басты бетіне оралу,Вернуться на главную страницу Акимата,,/memleket/entities/shymkent?lang=ru
306,shymkent-karatau,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/shymkent?lang=kk
353,turkestan-kentau-kalasy,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik?lang=ru
281,turkestan-arys,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
330,turkestan-kazygurt-audany,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу акимата,,/memleket/entities/turkestan-kazygurt-audany/about
523,turkestan-maktaaral,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
471,turkestan-suzak,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/ontustik
285,turkestan-tolebi-audany,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik?lang=ru
395,turkestan-shardarin-audany,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/turkestan-shardarin-audany
344,shymkent-kasipkerlik,,Әкімдіктің басты бетіне оралу,Вернуться на страницу Акимата,,/memleket/entities/shymkent
857,adilet-shko,,2024 жалға арналған қабылдау кестесі,График приема граждан на 2024 год,,/memleket/entities/adilet-shko/activities/appointment-schedule
955,enbek-kostanay,, Жаңа сұрақ, Задать вопрос,https://www.gov.kz/memleket/entities/enbek-kostanay/virtual-reception/question?lang=ru,
954,enbek-kostanay,,Жиі қойылатын сауалдарға жауаптар,Ответы на частые вопросы,https://beta.egov.kz/memleket/entities/enbek-kostanay/faq/1?lang=ru,
341,turkestan-tabigi-resurstar,,Әкімдіктің басты бетіне оралу,,,/memleket/entities/ontustik
342,turkestan-tabigi-resurstar,,Вернуться на главную страницу акимата,Вернуться на главную страницу акимата,,/memleket/entities/ontustik
237,departament-kkbtu-akmolinsk,,  Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
238,departament-kkbtu-aktobe,,  Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
239,departament-kkbtu-almaty-obl,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
240,departament-kkbtu-atyrau,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
252,departament-kkbtu-almaty,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,https://www.gov.kz/memleket/entities/ksek?lang=ru,
241,departament-kkbtu-vko,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
242,departament-kkbtu-zhambyl,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
243,departament-kkbtu-zko,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,https://www.gov.kz/memleket/entities/ksek?lang=ru,
244,departament-kkbtu-karaganda,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
245,departament-kkbtu-kostanay,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
246,departament-kkbtu-kyzylorda,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
247,departament-kkbtu-mangistau,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
251,dsek-astana,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
248,departament-kkbtu-pavlodar,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
249,departament-kkbtu-sko,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/ksek?lang=ru,
250,departament-kkbtu-turkestan,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
253,departament-kkbtu-shymkent,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
254,departament-kkbtu-na-transporte,, Комитеттің бетіне оралу, Вернуться на страницу Комитета,http://www.gov.kz/memleket/entities/kkkbtu?lang=ru,
654,maslihat-pavlodar-terenkol,,Депутаттар,Депутаты,,/memleket/entities/maslihat-pavlodar-terenkol/press/article/details/121111
968,astana-upr,,Ашық отырыс нысанындағы қоғамдық тыңдаулар,Общественные слушания в форме открытых собраний,,/memleket/entities/nur-sultan-upr/press/article/1?activities=31058
969,akimat-atyrau,,Қала әкімі аппаратының өтініштерді қарауды бақылау бөлімі,Отдел контроля за рассмотрением обращений аппарата акима города,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/12904/1?lang=ru,
971,kostanay-fedorov,,Федоров ауданы мәслихатының бетіне өту,Перейти на страницу маслихата Федоровского района,https://www.gov.kz/memleket/entities/maslihat-fedorov?lang=ru,
973,almaty-eco,,Алматы қаласы бойынша арнайы техниканың қозғалысына арналған ақпарат,Информация для передвижения спецтехники по городу Алматы,,/memleket/entities/almaty-eco/press/article/details/44838
976,almaty-upp,,Азаматтарды қабылдау кестесі,График приема граждан,,/memleket/entities/almaty-upp/documents/details/60219?lang=ru
977,almaty-upp,,Әдеп жөніндегі уәкіл,Уполномоченный по этике,,/memleket/entities/almaty-upp/press/article/details/45777?lang=ru
980,bko-terekty,,СЕНІМ ТЕЛЕФОНДАРЫ,ТЕЛЕФОНЫ ДОВЕРИЯ,,/memleket/entities/bko-terekty/press/article/details/46074
984,almaty-uaig,,"МЕНЕДЖМЕНТ ТУРАЛЫ (КАРТАЛАР, МЕКЕН-ЖАЙ)","ОБ УПРАВЛЕНИИ (КАРТЫ, АДРЕС)",https://ob-upravlenii-karty-adres-ru.uaig.kz/,
989,almaty-uaig,,ҚЖжУБ ҚОҒАМДЫҚ ҚЫЗМЕТТЕРІ,ГОСУДАРСТВЕННЫЕ УСЛУГИ УГПИУ,https://www.gov.kz/memleket/entities/almaty-uaig/activities/services?lang=ru,
990,almaty-uaig,,ҮЛЕСКЕРЛЕРГЕ АРНАЛҒАН АҚПАРАТ,ИНФОРМАЦИЯ ДЛЯ ДОЛЬЩИКОВ,https://informatsiya-dlya-dolschikov-ru.uaig.kz/,
991,almaty-uaig,,СЫРТҚЫ ЖАРНАМА,НАРУЖНАЯ РЕКЛАМА,https://naruzhnaya-reklama-ru.uaig.kz/,
992,almaty-uaig,,НОРМАТИВТІК ҚҰҚЫҚТЫҚ АКТІЛЕР,НОРМАТИВНО - ПРАВОВЫЕ АКТЫ,https://normativno-pravovye-akty-ru.uaig.kz/,
995,instructions,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,,/memleket/entities/ontustik
996,turkestan-din,, Әкімдіктің басты бетіне оралу, Вернуться на страницу Акимата,https://www.gov.kz/memleket/entities/ontustik?lang=ru,/memleket/entities/ontustik
1031,inf,,Медиа өлшеу,Медиаизмерения,,/memleket/entities/inf/page/top10frame
1033,almaty-sports,,Жан басына шаққандағы нормативтік қаржыландыру әдістемесі,Подушевое финансирование,,/memleket/entities/almaty-sports/projects/details/2138
1035,emer-almaty,,Сенім телефоны 8-727-274-41-04,Телефон доверия 8-727-274-41-04,,
1034,pravstat,,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,https://www.gov.kz/memleket/entities/pravstat/faq/1?lang=ru,
1044,afm,,Қаржы мониторингі субъектілеріне арналған жадынамалар,Памятки для субъектов финансового мониторинга,,/memleket/entities/afm/press/article/details/50193
1051,karaganda-saran,,Саран қаласының әкімдігі,Отдел по работе с обращениями,,/memleket/entities/karaganda-saran/about/structure/departments/leadership/2193/1
1054,karaganda-balkhash,,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,,/memleket/entities/karaganda-balkhash/faq/1?lang=ru
558,pavlodar-depzdrav,,Емдеу- сауықтыру ұйымдар,Лечебные организации Павлодарской области,https://depzdravgov.kz/organization/viewall,
1063,vss,,Судьялар лауазымына арналған қолданыстағы конкурс,Действующий конкурс на должности судей,https://www.gov.kz/memleket/entities/vss/press/article/details/157274?lang=ru,
1072,karaganda-balkhash,,Халыққа арналған сауалнама,Анкета для населения,,/memleket/entities/karaganda-balkhash/survey/587?lang=ru
1078,adilet-zhmb,,Әділет АҚЖ,ИПС Әділет,https://adilet.zan.kz/rus,
1079,adilet-zhmb,,Борышкерлер тізілімі,Реестр должников,https://www.gov.kz/services/3187?lang=ru,
1080,adilet-zhmb,,Қазақстан Республикасының шекарасынан шығуы уақытша шектелген тұлғалардың тізімі,"Список должников, временно ограниченных на выезд из РК",https://aisoip.adilet.gov.kz/debtors,
1082,adilet,,"Қазақстанның заңды тұлғаларын, филиалдарын және өкілдіктерін тіркеу деректері","Регистрационные данные юридических лиц, филиалов, представительств Казахстана",https://data.egov.kz/datasets/view?index=gbd_ul,
1083,almaty-eco,,Алматы қаласы жасыл желектің электронды реестрі,Реестр зеленых насаждений города Алматы,https://eco-almaty.kz/,
1089,adilet-zhmb,,Е-заң көмегі бірыңғай ақпараттық жүйесі,Информационная система Е-Заң көмегі,https://eup.adilet.gov.kz/,
1090,kmfk,,Ереже,Положение,,/memleket/entities/kmfk/documents/details/511162?lang=ru
1127,adilet-krg,,Азаматтарды қабылдау КЕСТЕСІ,График приема граждан,,/memleket/entities/adilet-krg/activities/appointment-schedule
1129,adilet-akt,,ҚР Әділет министрлігінің сайты,сайт Министерства юстиции РК,,/memleket/entities/adilet
1130,karaganda-balkhash,,Қызметтік әдеп бойынша сауалнама,Опрос по служебной этике,,/memleket/entities/karaganda-balkhash/survey/670?lang=ru
1131,prokuror,,Азаматтарды қабылдау орталықтарының байланыс номерлері,Контакты Центра приема граждан,https://www.gov.kz/memleket/entities/prokuror/press/article/details/65975?lang=ru,
1133,sko-petropavl,,Ikomek - ситуациялық орталығы,Ситуационный центр Ikomek,,/memleket/entities/sko-petropavl/press/article/details/66971?lang=ru
1134,adilet,,Жұмыс істеп тұрған жеке сот орындаушыларының өзекті тізімі,Актуальный список частных судебных исполнителей,https://aisoip.adilet.gov.kz/forCitizens/departments,
1136,maslihat-bayterek,,Бәйтерек аудандық мәслихатының депутаттарымен азаматтарды қабылдау кестесі,График приема граждан депутатами района Бәйтерек,,/memleket/entities/maslihat-bayterek/press/article/details/67662?lang=ru
1174,enbek-almaty,,Жиі қойылатын сауалдарға жауаптар,Ответы на частые вопросы,https://www.gov.kz/memleket/entities/enbek-almaty/faq/1?lang=ru,
1175,enbek-almaty,, Жаңа сұрақ, Задать вопрос,https://www.gov.kz/memleket/entities/enbek-almaty/virtual-reception/question?lang=ru,
1228,maslihat-lisakovsk,,Г Р А Ф И К приема граждан депутатами Лисаковского городского маслихата VIII созыва в общественной  приемной Лисаковского городского филиала партии AMANAT на 2023 год,Г Р А Ф И К приема граждан депутатами Лисаковского городского маслихата VIII созыва в общественной  приемной Лисаковского городского филиала партии AMANAT на 2023 год,https://www.gov.kz/memleket/entities/maslihat-lisakovsk/documents/details/472939?directionId=11480&lang=ru,
1229,maslihat-lisakovsk,,VIII сайланған Лисаков қалалық мәслихатының Ақ ЖОЛ Қазақстан демократиялық партиясы ҚБ партиясынан 2023 жылға арналған азаматтарды қабылдау  КЕСТЕСІ,Г Р А Ф И К приема граждан депутатом Лисаковского городского маслихата  VIII созыва от партии ОО Демократическая Партия Казахстана  АК ЖОЛ на 2023 год,https://www.gov.kz/memleket/entities/maslihat-lisakovsk/documents/details/473407?lang=ru,
1230,maslihat-lisakovsk,,Лисаков қалалық мәслихатының төрайымы туралы,О председателе Лисаковского городского маслихата,https://www.gov.kz/memleket/entities/maslihat-lisakovsk/about/structure?lang=ru,
1299,maslihat-zko,,Азаматтарды қабылдау кестесі,График приема посетителей,,/memleket/entities/maslihat-zko/press/article/details/81653?
1307,prokuratura-shymkent,,Прокурорға қоңырау,Звонок прокурору,https://www.gov.kz/memleket/entities/prokuratura-shymkent/press/article/details/81801?lang=ru,/memleket/entities/prokuratura-shymkent/press/article/details/81801
1308,karaganda-priozersk,,ӨЗІҢДІ САЙЛАУШЫЛАР ТІЗІМІНЕН ТЕКСЕР,ПРОВЕРЬ СЕБЯ В СПИСКАХ ИЗБИРАТЕЛЕЙ,https://sailau09.kz/ru/site/index,
1318,almaty-nauryzbai,,Наурызбай ауданы әкімі аппараты қызметкерлерінің этикалық нормаларды сақтауы бойынша онлайн-сауалнама,Онлайн-опрос по соблюдению этических норм аппарата акима Наурызбайского района,,/memleket/entities/almaty-nauryzbai/survey/1192
1322,maslihat-beimbet-maylin,, Back to main page, Вернуться на главную страницу,,/memleket/entities/maslihat-beimbet-maylin
1359,zhetysu-oblysy,,Қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/zhetysu-oblysy/activities/appointment-schedule?lang=ru,
1360,zhetysu-oblysy,,Құрылым,Структура,https://www.gov.kz/memleket/entities/zhetysu-oblysy/about/structure?lang=ru,
1398,mam,,Бос жұмыс орындары,Вакансии,,/memleket/entities/mam/vacancies/1
1401,ombudsman ombudsman-astana ombudsman-almaty ombudsman-shymkent ombudsman-aqmola-oblysy ombudsman-aktobe-oblysy ombudsman-almaty-oblysy ombudsman-atyrau-oblysy ombudsman-bko-oblysy ombudsman-zhambyl-oblysy ombudsman-karaganda-oblysy ombudsman-kostanay-oblysy ombudsman-kyzylorda-oblysy ombudsman-mangystau-oblysy ombudsman-turkistan-oblysy ombudsman-pavlodar-oblysy ombudsman-sko-oblysy ombudsman-vko-oblysy ombudsman-abay-oblysy ombudsman-ulytau-oblysy ombudsman-zhetysu-oblysy,,ӨТІНІШ ЖІБЕРУ,ПОДАТЬ ОБРАЩЕНИЕ,https://eotinish.kz/?from=egov?utm_source=epir&utm_medium=cpc&utm_campaign=epir&utm_content=ombudsman,
1409,ekibastuz-pred,,Азаматтардың өтінішіне арналған +77011427632,Whatsapp для обращения граждан +77011427632,,
1413,departament-kkbtu-karaganda,, Мемлекеттік қызметшілердің әдеп нормаларын сақтау мәселесі бойынша онлайн-сауалнама, Онлайн-опрос по вопросу соблюдения этических норм государственными служащими,,/memleket/entities/departament-kkbtu-karaganda/survey/1210
1414,departament-kkbtu-akmolinsk,,Ақмола облысы санитарлық-эпидемиологиялық бақылау департаменті мен оның аумақтық бөлімшелерінің мемлекеттік қызметшілерінің әдеп нормаларын сақтау мәселесі бойынша Онлайн-сауалнама,Онлайн-опрос по вопросу соблюдения этических норм государственными служащими Департамента санитарно-эпидемиологического контроля Акмолинской области и его территориальных подразделений,https://beta.egov.kz/memleket/entities/departament-kkbtu-akmolinsk/survey/1216?lang=ru,
1417,maslihat-pavlodar-obl,,Хабарландыру,Объявления,,/memleket/entities/maslihat-pavlodar-obl/press/article/1?lang=ru&publication_type=_11
1504,maslihat-sharbakty,,Сауалнама,Опрос,https://www.gov.kz/memleket/entities/maslihat-sharbakty/survey/1336?lang=ru,
1537,ulytau-zhezkazgan,,Телеграмм бот,Телеграмм бот,https://t.me/ZhezkazganAkimdikbot,
1540,sko-petropavl,,Онлайн сауалнама,Онлайн-опрос,,/survey/1382/?lang=ru
1544,maslihat-sharbakty,,Қазақстан Республикасы мемлекеттік қызметшілерінің әдеп кодексі,Этический кодекс государственных служащих Республики Казахстан,https://www.gov.kz/memleket/entities/maslihat-sharbakty/press/news/details/488889?lang=ru,
1578,qriim,,Киберқылмысқа қарсы іс-қимыл,Противодействие киберпреступности,https://www.gov.kz/memleket/entities/qriim/activities/25086?lang=ru,
1580,prokuror,,Өтеген Сейітовтің туғанына 100 жыл,100 лет со дня рождения Отегена Сеитова,https://www.gov.kz/memleket/entities/prokuror/press/events/details/17169?lang=ru,
1585,pavlodar-bilim,,Мектепке дейінгі ұйымдарда орынды ерте алу  кестесі,График раннего бронирования мест в дошкольных организациях,https://www.gov.kz/memleket/entities/pavlodar-bilim/documents/details/424769?lang=ru,
1588,pavlodar-bilim,,Азаматтарды жеке қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/pavlodar-bilim/documents/details/433671?lang=ru,
1591,dkmfk-zko,,Қазақстан Республикасы Денсаулық сақтау министрлігінің Медициналық және фармацевтикалық бақылау комитеті,Комитет медицинского и фармацевтического контроля Министерства здравоохранения Республики Казахстан,https://www.gov.kz/memleket/entities/kmfk?lang=ru,
1592,dkmfk-zko,,Ереже,Положение,https://www.gov.kz/memleket/entities/dkmfk-zko/documents/details/440652?lang=ru,
1593,dkmfk-zko,,Мемлекеттік қызметшінің әдеп және мінез-құлық нормалары,Этика и нормы поведения государственного служащего,https://www.gov.kz/memleket/entities/dkmfk-zko/documents/details/adilet/U1500000153?lang=ru,
1594,pavlodar-aksu,,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,,/memleket/entities/pavlodar-aksu/faq/1
1596,pavlodar-ertis,,Павлодар облысының әкімдігі,Акимат Павлодарской области,https://www.gov.kz/memleket/entities/pavlodar?lang=ru,
1597,maslihat-hromtau,,Инстаграм маслихата Хромтауского района,,,https://www.instagram.com/hromtau_maslihat/
1599,dkmfk-zko,,Сыбайлас жемқорлыққа қарсы стандарт,Антикоррупционный стандарт,https://www.gov.kz/memleket/entities/dkmfk-zko/documents/details/448037?lang=ru,
1603,maslihat-arkalyk,,2024  жылға  арналған Арқалық қалалық мәслихатының YIII шақырылым депутаттарының  ХАЛЫҚТЫ  ҚАБЫЛДАУ КЕСТЕСІ,ГРАФИК ПРИЕМА НАСЕЛЕНИЯ  депутатами Аркалыкского городского маслихата YIII созыва на 2024 год,/memleket/entities/maslihat-arkalyk/activities/appointment-schedule,https://www.gov.kz/memleket/entities/maslihat-arkalyk/documents/details/595689?lang=ru
1612,mdai,,Дербес деректерді қорғау,Защита персональных данных,,/memleket/entities/mdai/activities/9552?lang=ru&parentId=6
1617,bko-shyngyrlau,,Қазақстан Республикасының Президенті,Президент Республики Казахстан,https://www.akorda.kz/ru/president/president#,
1618,bko-shyngyrlau,,Батыс Қазақстан облысының әкімі,Аким Западно-Казахстанской области,https://www.gov.kz/memleket/entities/bko/about/structure/people/1038?lang=ru,
1619,bko-shyngyrlau,,Шыңғырлау ауданының әкімі,Аким Чингирлауского района,https://www.gov.kz/memleket/entities/bko-shyngyrlau/about/structure/people/1562?lang=ru,
1628,enbek-aktobe,,Зейнетке шығу  өмірлік жағдайы бойынша сауалнама,,https://vyhod-na-pensiyu.taplink.ws/,https://vyhod-na-pensiyu.taplink.ws/
1631,maslihat-lisakovsk,,Г Р А Ф И К приема граждан депутатом Лисаковского городского маслихата VIII созыва от ОО Партия Respublica  на 2023 год,Г Р А Ф И К приема граждан депутатом Лисаковского городского маслихата VIII созыва от ОО Партия Respublica  на 2023 год,https://www.gov.kz/memleket/entities/maslihat-lisakovsk/documents/details/473395?lang=ru,
1670,almaty-nauryzbai,,Қызметкерлердің этикалық нормаларды сақтауы бойынша онлайн-сауалнама,Онлайн-опрос по соблюдению этических норм сотрудников,,/memleket/entities/almaty-nauryzbai/survey/1629
1672,maslihat-pavlodar-obl,,Павлодар обласы мәслихатының WhatsApp нөмірі,WhatsApp маслихата Павлодарской области,,/memleket/entities/maslihat-pavlodar-obl/press/article/details/128037
1674,bilim-taskala,,Тасқала ауданының білім беру бөлімі,Отдел образования Таскалинского района,https://www.facebook.com/profile.php?id=100014397810035&mibextid=ZbWKwL,
1678,mdai,,Қолжетімді Интернет Ұлттық жобасы аясында ауылдық елді мекендердің тізімі,Перечень сельских населенных пунктов в рамках Национального проекта Доступный Интернет,https://www.gov.kz/memleket/entities/mdai/accessible-internet,
1682,hannover,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,,https://www.gov.kz/memleket/entities/hannover/lang=ru
1697,pavlodar-edu,,Азаматтарды қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/130361?lang=ru,
1700,bko-burlin,,Мемлекеттік қызмет көрсету бойынша онлайн сауалнама,Онлайн анкетирование по оказанию государственных услуг,https://m.egov.kz/survey/,
1703,pavlodar-edu,,Шұғыл байланыс - буллинг және балаларға қатыгездік танытуды алдын алу,"Горячая линия по вопросам профилактики буллинга, жестокого обращения с детьми",https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/131550?lang=ru,
1705,energo,,Комплаенс жөніндегі кеңесші,Советник по комплаенсу,https://www.gov.kz/memleket/entities/energo/press/news/details/606890?lang=ru,
1707,mfa-moscow,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,https://www.kazembassy.ru/rus/select_city,
1708,mfa-s-petersburg,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,https://www.kazembassy.ru/rus/select_city,
1709,mfa-astrakhan,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,https://www.kazembassy.ru/rus/select_city,
1710,mfa-omsk,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,https://www.kazembassy.ru/rus/select_city,
1711,mfa-kazan,,Консулдық қызметтерге онлайн брондау,Онлайн-бронирование на консульские услуги,https://www.kazembassy.ru/rus/select_city,
1713,almaty,,Халық қатысатын бюджет,Бюджет народного участия,https://budget.open-almaty.kz/,
1720,sci,,Мемлекеттік органдарға өтініш беру (ақпараттық роликтер),Подача обращений в государственные органы (информационные ролики),https://www.gov.kz/memleket/entities/sci/press/media/details/39401?lang=ru,
1721,sci,,Ашық диалог порталындағы Интернет-конференциялар,Интернет-конференции на портале Открытый диалог,https://dialog.egov.kz/conference/all?govAgencyId=787,
1723,akimvko,,Сауалнама,Опрос,https://www.gov.kz/memleket/entities/akimvko/survey/1825,
1725,shymkent,,Онлайн сауалнама,Онлайн опрос,,/memleket/entities/shymkent/survey/810
1727,ombudsman,,Өңірлердегі өкілдермен байланыс,Контакты региональных представителей,https://www.gov.kz/memleket/entities/ombudsman/press/article/details/132866?lang=ru,
1746,akimvko,,Ақпаратқа қол жеткізу жөніндегі мәселелер бойынша тұлғалар,Уполномоченные лица по вопросам доступа к информации,,/memleket/entities/akimvko/documents/details/512005?lang=ru
1794,ulytau-satpaev,,,,,https://www.instagram.com/satbaev_akimdigi/?igshid=MzRlODBiNWFlZA%3D%3D
1796,zhetysu-taldykorgan,,Құрылым,Структура,https://www.gov.kz/memleket/entities/zhetysu-taldykorgan/about/structure?lang=ru,
1797,zhetysu-taldykorgan,,Қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/zhetysu-taldykorgan/activities/appointment-schedule?lang=ru,
1800,pavlodar-bilim,,Білім беру мекемелерінің веб-сайттары,Веб-сайты образовательных учреждений,https://goo.edu.kz,
1803,pavlodar-bilim,,КЕҢЕС БЕРУ ПУНКТІ,КОНСУЛЬТАТИВНЫЕ ПУНКТЫ,https://www.gov.kz/memleket/entities/pavlodar-bilim/press/article/details/137594?lang=ru,
1804,pavlodar-edu,,Мектепке дейінгі ұйымдарға бармайтын балалардың ата-аналарына арналған консультациялық пункттер желісі туралы мәлімет,"Сведения по сети консультационных пунктов для родителей, чьи дети не посещают дошкольные организации",https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/137989?lang=ru,
1808,shymkent-zhumyldyru,, Әкімдіктің басты бетіне оралу, Вернуться на главную страницу Акимата,,/memleket/entities/shymkent
1850,shymkent,,Тұрғындарға арналған ақпарат,Информация для населения,,
1851,shymkent,,Халық қатысатын бюджет,Бюджет народного участия,,
1887,kyzylorda-cultura-arhiv,,БСН: 951240000284,БИН: 951240000284,,
1888,sci education,,ҰБТ-ҒА ДАЙЫНДАЛУҒА АРНАЛҒАН ТЕГІН БАЙҚАУ СЫНАҚТАРЫ ІСКЕ ҚОСЫЛДЫ,ДЛЯ ПОДГОТОВКИ К ЕНТ ДОСТУПНО БЕСПЛАТНОЕ ПРОБНОЕ ТЕСТИРОВАНИЕ,https://prob-ent.testcenter.kz/,
1890,kostanai-usunkol-troebrat,, Аудан әкімдігінің басты бетіне оралу, Вернуться на главную страницу Акимата района,,kostanai-usunkol-audany-akimat?lang=ru
